"","Group.1","Group.2","x"
"3377","Sudan","03/19/2020",2
"3378","Suriname","03/19/2020",1
"3379","Sweden","03/19/2020",1439
"3380","Switzerland","03/19/2020",4075
"3381","Taiwan","03/19/2020",108
"3382","Tanzania","03/19/2020",6
"3383","Thailand","03/19/2020",272
"3384","The Bahamas","03/19/2020",0
"3385","The Gambia","03/19/2020",0
"3386","Togo","03/19/2020",1
"3387","Trinidad and Tobago","03/19/2020",9
"3388","Tunisia","03/19/2020",39
"3389","Turkey","03/19/2020",192
"3390","UK","03/19/2020",2716
"3391","Ukraine","03/19/2020",16
"3392","United Arab Emirates","03/19/2020",140
"3393","Uruguay","03/19/2020",79
"3394","US","03/19/2020",13680
"3395","Uzbekistan","03/19/2020",23
"3396","Venezuela","03/19/2020",42
"3397","Vietnam","03/19/2020",85
"3398","Zambia","03/19/2020",2
"3399","Afghanistan","03/20/2020",24
"3400","Albania","03/20/2020",70
"3401","Algeria","03/20/2020",90
"3402","Andorra","03/20/2020",75
"3403","Angola","03/20/2020",1
"3404","Antigua and Barbuda","03/20/2020",1
"3405","Argentina","03/20/2020",128
"3406","Armenia","03/20/2020",136
"3407","Australia","03/20/2020",791
"3408","Austria","03/20/2020",2388
"3409","Azerbaijan","03/20/2020",44
"3410","Bahamas, The","03/20/2020",3
"3411","Bahrain","03/20/2020",285
"3412","Bangladesh","03/20/2020",20
"3413","Barbados","03/20/2020",5
"3414","Belarus","03/20/2020",69
"3415","Belgium","03/20/2020",2257
"3416","Benin","03/20/2020",2
"3417","Bhutan","03/20/2020",2
"3418","Bolivia","03/20/2020",15
"3419","Bosnia and Herzegovina","03/20/2020",89
"3420","Brazil","03/20/2020",793
"3421","Brunei","03/20/2020",78
"3422","Bulgaria","03/20/2020",127
"3423","Burkina Faso","03/20/2020",40
"3424","Cabo Verde","03/20/2020",1
"3425","Cambodia","03/20/2020",51
"3426","Cameroon","03/20/2020",20
"3427","Canada","03/20/2020",943
"3428","Central African Republic","03/20/2020",3
"3429","Chad","03/20/2020",1
"3430","Chile","03/20/2020",434
"3431","Colombia","03/20/2020",128
"3432","Congo (Brazzaville)","03/20/2020",3
"3433","Congo (Kinshasa)","03/20/2020",18
"3434","Costa Rica","03/20/2020",89
"3435","Croatia","03/20/2020",128
"3436","Cuba","03/20/2020",16
"3437","Cyprus","03/20/2020",67
"3438","Czech Republic","03/20/2020",833
"3439","Denmark","03/20/2020",1337
"3440","Djibouti","03/20/2020",1
"3441","Dominican Republic","03/20/2020",72
"3442","Ecuador","03/20/2020",367
"3443","Egypt","03/20/2020",285
"3444","El Salvador","03/20/2020",1
"3445","Equatorial Guinea","03/20/2020",6
"3446","Estonia","03/20/2020",283
"3447","Eswatini","03/20/2020",1
"3448","Ethiopia","03/20/2020",9
"3449","Fiji","03/20/2020",1
"3450","Finland","03/20/2020",450
"3451","France","03/20/2020",12632
"3452","French Guiana","03/20/2020",15
"3453","Gabon","03/20/2020",3
"3454","Gambia, The","03/20/2020",1
"3455","Georgia","03/20/2020",43
"3456","Germany","03/20/2020",19848
"3457","Ghana","03/20/2020",16
"3458","Greece","03/20/2020",495
"3459","Greenland","03/20/2020",0
"3460","Guadeloupe","03/20/2020",45
"3461","Guam","03/20/2020",0
"3462","Guatemala","03/20/2020",12
"3463","Guernsey","03/20/2020",0
"3464","Guinea","03/20/2020",1
"3465","Guyana","03/20/2020",7
"3466","Haiti","03/20/2020",2
"3467","Holy See","03/20/2020",1
"3468","Honduras","03/20/2020",24
"3469","Hong Kong","03/20/2020",256
"3470","Hungary","03/20/2020",85
"3471","Iceland","03/20/2020",409
"3472","India","03/20/2020",244
"3473","Indonesia","03/20/2020",369
"3474","Iran","03/20/2020",19644
"3475","Iraq","03/20/2020",208
"3476","Ireland","03/20/2020",683
"3477","Israel","03/20/2020",705
"3478","Italy","03/20/2020",47021
"3479","Ivory Coast","03/20/2020",9
"3480","Jamaica","03/20/2020",16
"3481","Japan","03/20/2020",963
"3482","Jersey","03/20/2020",0
"3483","Jordan","03/20/2020",85
"3484","Kazakhstan","03/20/2020",49
"3485","Kenya","03/20/2020",7
"3486","Kosovo","03/20/2020",2
"3487","Kuwait","03/20/2020",159
"3488","Kyrgyzstan","03/20/2020",6
"3489","Latvia","03/20/2020",111
"3490","Lebanon","03/20/2020",163
"3491","Liberia","03/20/2020",2
"3492","Liechtenstein","03/20/2020",28
"3493","Lithuania","03/20/2020",49
"3494","Luxembourg","03/20/2020",484
"3495","Macau","03/20/2020",17
"3496","Madagascar","03/20/2020",3
"3497","Mainland China","03/20/2020",80977
"3498","Malaysia","03/20/2020",1030
"3499","Maldives","03/20/2020",13
"3500","Malta","03/20/2020",64
"3501","Martinique","03/20/2020",32
"3502","Mauritania","03/20/2020",2
"3503","Mauritius","03/20/2020",12
"3504","Mayotte","03/20/2020",6
"3505","Mexico","03/20/2020",164
"3506","Moldova","03/20/2020",66
"3507","Monaco","03/20/2020",11
"3508","Mongolia","03/20/2020",6
"3509","Montenegro","03/20/2020",14
"3510","Morocco","03/20/2020",77
"3511","Namibia","03/20/2020",3
"3512","Nepal","03/20/2020",1
"3513","Netherlands","03/20/2020",3003
"3514","New Zealand","03/20/2020",39
"3515","Nicaragua","03/20/2020",1
"3516","Niger","03/20/2020",1
"3517","Nigeria","03/20/2020",12
"3518","North Macedonia","03/20/2020",67
"3519","Norway","03/20/2020",1914
"3520","Oman","03/20/2020",48
"3521","Others","03/20/2020",712
"3522","Pakistan","03/20/2020",501
"3523","Panama","03/20/2020",137
"3524","Papua New Guinea","03/20/2020",1
"3525","Paraguay","03/20/2020",13
"3526","Peru","03/20/2020",234
"3527","Philippines","03/20/2020",230
"3528","Poland","03/20/2020",425
"3529","Portugal","03/20/2020",1020
"3530","Puerto Rico","03/20/2020",0
"3531","Qatar","03/20/2020",470
"3532","Republic of the Congo","03/20/2020",0
"3533","Reunion","03/20/2020",28
"3534","Romania","03/20/2020",308
"3535","Russia","03/20/2020",253
"3536","Rwanda","03/20/2020",17
"3537","Saint Lucia","03/20/2020",2
"3538","Saint Vincent and the Grenadines","03/20/2020",1
"3539","San Marino","03/20/2020",144
"3540","Saudi Arabia","03/20/2020",344
"3541","Senegal","03/20/2020",38
"3542","Serbia","03/20/2020",135
"3543","Seychelles","03/20/2020",7
"3544","Singapore","03/20/2020",385
"3545","Slovakia","03/20/2020",137
"3546","Slovenia","03/20/2020",341
"3547","Somalia","03/20/2020",1
"3548","South Africa","03/20/2020",202
"3549","South Korea","03/20/2020",8652
"3550","Spain","03/20/2020",20410
"3551","Sri Lanka","03/20/2020",73
"3552","Sudan","03/20/2020",2
"3553","Suriname","03/20/2020",4
"3554","Sweden","03/20/2020",1639
"3555","Switzerland","03/20/2020",5294
"3556","Taiwan","03/20/2020",135
"3557","Tanzania","03/20/2020",6
"3558","Thailand","03/20/2020",322
"3559","The Bahamas","03/20/2020",0
"3560","The Gambia","03/20/2020",0
"3561","Togo","03/20/2020",9
"3562","Trinidad and Tobago","03/20/2020",9
"3563","Tunisia","03/20/2020",54
"3564","Turkey","03/20/2020",359
"3565","UK","03/20/2020",4014
"3566","Ukraine","03/20/2020",29
"3567","United Arab Emirates","03/20/2020",140
"3568","Uruguay","03/20/2020",94
"3569","US","03/20/2020",19101
"3570","Uzbekistan","03/20/2020",33
"3571","Venezuela","03/20/2020",42
"3572","Vietnam","03/20/2020",91
"3573","Zambia","03/20/2020",2
"3574","Zimbabwe","03/20/2020",1
"3575","Afghanistan","03/21/2020",24
"3576","Albania","03/21/2020",76
"3577","Algeria","03/21/2020",139
"3578","Andorra","03/21/2020",88
"3579","Angola","03/21/2020",2
"3580","Antigua and Barbuda","03/21/2020",1
"3581","Argentina","03/21/2020",158
"3582","Armenia","03/21/2020",160
"3583","Australia","03/21/2020",1071
"3584","Austria","03/21/2020",2814
"3585","Azerbaijan","03/21/2020",53
"3586","Bahamas, The","03/21/2020",4
"3587","Bahrain","03/21/2020",305
"3588","Bangladesh","03/21/2020",25
"3589","Barbados","03/21/2020",6
"3590","Belarus","03/21/2020",76
"3591","Belgium","03/21/2020",2815
"3592","Benin","03/21/2020",2
"3593","Bhutan","03/21/2020",2
"3594","Bolivia","03/21/2020",19
"3595","Bosnia and Herzegovina","03/21/2020",93
"3596","Brazil","03/21/2020",1021
"3597","Brunei","03/21/2020",83
"3598","Bulgaria","03/21/2020",163
"3599","Burkina Faso","03/21/2020",64
"3600","Cabo Verde","03/21/2020",3
"3601","Cambodia","03/21/2020",53
"3602","Cameroon","03/21/2020",27
"3603","Canada","03/21/2020",1278
"3604","Cape Verde","03/21/2020",1
"3605","Central African Republic","03/21/2020",3
"3606","Chad","03/21/2020",1
"3607","Chile","03/21/2020",537
"3608","Colombia","03/21/2020",196
"3609","Congo (Brazzaville)","03/21/2020",3
"3610","Congo (Kinshasa)","03/21/2020",23
"3611","Costa Rica","03/21/2020",117
"3612","Croatia","03/21/2020",206
"3613","Cuba","03/21/2020",21
"3614","Cyprus","03/21/2020",84
"3615","Czech Republic","03/21/2020",995
"3616","Denmark","03/21/2020",1420
"3617","Djibouti","03/21/2020",1
"3618","Dominican Republic","03/21/2020",112
"3619","East Timor","03/21/2020",1
"3620","Ecuador","03/21/2020",506
"3621","Egypt","03/21/2020",294
"3622","El Salvador","03/21/2020",3
"3623","Equatorial Guinea","03/21/2020",6
"3624","Eritrea","03/21/2020",1
"3625","Estonia","03/21/2020",306
"3626","Eswatini","03/21/2020",1
"3627","Ethiopia","03/21/2020",9
"3628","Fiji","03/21/2020",1
"3629","Finland","03/21/2020",523
"3630","France","03/21/2020",14308
"3631","French Guiana","03/21/2020",18
"3632","Gabon","03/21/2020",4
"3633","Gambia, The","03/21/2020",1
"3634","Georgia","03/21/2020",49
"3635","Germany","03/21/2020",22213
"3636","Ghana","03/21/2020",19
"3637","Greece","03/21/2020",530
"3638","Greenland","03/21/2020",0
"3639","Guadeloupe","03/21/2020",53
"3640","Guam","03/21/2020",0
"3641","Guatemala","03/21/2020",17
"3642","Guernsey","03/21/2020",0
"3643","Guinea","03/21/2020",2
"3644","Guyana","03/21/2020",7
"3645","Haiti","03/21/2020",2
"3646","Holy See","03/21/2020",1
"3647","Honduras","03/21/2020",24
"3648","Hong Kong","03/21/2020",273
"3649","Hungary","03/21/2020",103
"3650","Iceland","03/21/2020",473
"3651","India","03/21/2020",330
"3652","Indonesia","03/21/2020",450
"3653","Iran","03/21/2020",20610
"3654","Iraq","03/21/2020",214
"3655","Ireland","03/21/2020",785
"3656","Israel","03/21/2020",883
"3657","Italy","03/21/2020",53578
"3658","Ivory Coast","03/21/2020",14
"3659","Jamaica","03/21/2020",16
"3660","Japan","03/21/2020",1007
"3661","Jersey","03/21/2020",0
"3662","Jordan","03/21/2020",85
"3663","Kazakhstan","03/21/2020",53
"3664","Kenya","03/21/2020",7
"3665","Kosovo","03/21/2020",2
"3666","Kuwait","03/21/2020",176
"3667","Kyrgyzstan","03/21/2020",14
"3668","Latvia","03/21/2020",124
"3669","Lebanon","03/21/2020",187
"3670","Liberia","03/21/2020",3
"3671","Liechtenstein","03/21/2020",37
"3672","Lithuania","03/21/2020",83
"3673","Luxembourg","03/21/2020",670
"3674","Macau","03/21/2020",18
"3675","Madagascar","03/21/2020",3
"3676","Mainland China","03/21/2020",81014
"3677","Malaysia","03/21/2020",1183
"3678","Maldives","03/21/2020",13
"3679","Malta","03/21/2020",73
"3680","Martinique","03/21/2020",32
"3681","Mauritania","03/21/2020",2
"3682","Mauritius","03/21/2020",14
"3683","Mayotte","03/21/2020",7
"3684","Mexico","03/21/2020",203
"3685","Moldova","03/21/2020",80
"3686","Monaco","03/21/2020",11
"3687","Mongolia","03/21/2020",10
"3688","Montenegro","03/21/2020",14
"3689","Morocco","03/21/2020",96
"3690","Namibia","03/21/2020",3
"3691","Nepal","03/21/2020",1
"3692","Netherlands","03/21/2020",3640
"3693","New Zealand","03/21/2020",52
"3694","Nicaragua","03/21/2020",2
"3695","Niger","03/21/2020",1
"3696","Nigeria","03/21/2020",22
"3697","North Macedonia","03/21/2020",85
"3698","Norway","03/21/2020",2118
"3699","Oman","03/21/2020",52
"3700","Others","03/21/2020",712
"3701","Pakistan","03/21/2020",730
"3702","Panama","03/21/2020",200
"3703","Papua New Guinea","03/21/2020",1
"3704","Paraguay","03/21/2020",18
"3705","Peru","03/21/2020",318
"3706","Philippines","03/21/2020",307
"3707","Poland","03/21/2020",536
"3708","Portugal","03/21/2020",1280
"3709","Puerto Rico","03/21/2020",0
"3710","Qatar","03/21/2020",481
"3711","Republic of the Congo","03/21/2020",0
"3712","Reunion","03/21/2020",45
"3713","Romania","03/21/2020",367
"3714","Russia","03/21/2020",306
"3715","Rwanda","03/21/2020",17
"3716","Saint Lucia","03/21/2020",2
"3717","Saint Vincent and the Grenadines","03/21/2020",1
"3718","San Marino","03/21/2020",144
"3719","Saudi Arabia","03/21/2020",392
"3720","Senegal","03/21/2020",47
"3721","Serbia","03/21/2020",171
"3722","Seychelles","03/21/2020",7
"3723","Singapore","03/21/2020",432
"3724","Slovakia","03/21/2020",178
"3725","Slovenia","03/21/2020",383
"3726","Somalia","03/21/2020",1
"3727","South Africa","03/21/2020",240
"3728","South Korea","03/21/2020",8799
"3729","Spain","03/21/2020",25374
"3730","Sri Lanka","03/21/2020",77
"3731","Sudan","03/21/2020",2
"3732","Suriname","03/21/2020",4
"3733","Sweden","03/21/2020",1763
"3734","Switzerland","03/21/2020",6575
"3735","Taiwan","03/21/2020",153
"3736","Tanzania","03/21/2020",6
"3737","Thailand","03/21/2020",411
"3738","The Bahamas","03/21/2020",0
"3739","The Gambia","03/21/2020",0
"3740","Togo","03/21/2020",16
"3741","Trinidad and Tobago","03/21/2020",49
"3742","Tunisia","03/21/2020",60
"3743","Turkey","03/21/2020",670
"3744","Uganda","03/21/2020",1
"3745","UK","03/21/2020",5067
"3746","Ukraine","03/21/2020",47
"3747","United Arab Emirates","03/21/2020",153
"3748","Uruguay","03/21/2020",110
"3749","US","03/21/2020",25493
"3750","Uzbekistan","03/21/2020",43
"3751","Venezuela","03/21/2020",70
"3752","Vietnam","03/21/2020",94
"3753","Zambia","03/21/2020",2
"3754","Zimbabwe","03/21/2020",3
"3755","Afghanistan","03/22/2020",40
"3756","Albania","03/22/2020",89
"3757","Algeria","03/22/2020",201
"3758","Andorra","03/22/2020",113
"3759","Angola","03/22/2020",2
"3760","Antigua and Barbuda","03/22/2020",1
"3761","Argentina","03/22/2020",225
"3762","Armenia","03/22/2020",194
"3763","Australia","03/22/2020",1314
"3764","Austria","03/22/2020",3244
"3765","Azerbaijan","03/22/2020",65
"3766","Bahamas, The","03/22/2020",4
"3767","Bahrain","03/22/2020",332
"3768","Bangladesh","03/22/2020",27
"3769","Barbados","03/22/2020",14
"3770","Belarus","03/22/2020",76
"3771","Belgium","03/22/2020",3401
"3772","Benin","03/22/2020",2
"3773","Bhutan","03/22/2020",2
"3774","Bolivia","03/22/2020",24
"3775","Bosnia and Herzegovina","03/22/2020",126
"3776","Brazil","03/22/2020",1593
"3777","Brunei","03/22/2020",88
"3778","Bulgaria","03/22/2020",187
"3779","Burkina Faso","03/22/2020",75
"3780","Cabo Verde","03/22/2020",3
"3781","Cambodia","03/22/2020",84
"3782","Cameroon","03/22/2020",40
"3783","Canada","03/22/2020",1465
"3784","Cape Verde","03/22/2020",0
"3785","Central African Republic","03/22/2020",3
"3786","Chad","03/22/2020",1
"3787","Chile","03/22/2020",632
"3788","Colombia","03/22/2020",231
"3789","Congo (Brazzaville)","03/22/2020",3
"3790","Congo (Kinshasa)","03/22/2020",30
"3791","Costa Rica","03/22/2020",134
"3792","Croatia","03/22/2020",254
"3793","Cuba","03/22/2020",35
"3794","Cyprus","03/22/2020",95
"3795","Czech Republic","03/22/2020",1120
"3796","Denmark","03/22/2020",1514
"3797","Djibouti","03/22/2020",1
"3798","Dominica","03/22/2020",1
"3799","Dominican Republic","03/22/2020",202
"3800","East Timor","03/22/2020",0
"3801","Ecuador","03/22/2020",789
"3802","Egypt","03/22/2020",327
"3803","El Salvador","03/22/2020",3
"3804","Equatorial Guinea","03/22/2020",6
"3805","Eritrea","03/22/2020",1
"3806","Estonia","03/22/2020",326
"3807","Eswatini","03/22/2020",4
"3808","Ethiopia","03/22/2020",11
"3809","Fiji","03/22/2020",2
"3810","Finland","03/22/2020",626
"3811","France","03/22/2020",16044
"3812","French Guiana","03/22/2020",18
"3813","Gabon","03/22/2020",5
"3814","Gambia, The","03/22/2020",1
"3815","Georgia","03/22/2020",54
"3816","Germany","03/22/2020",24873
"3817","Ghana","03/22/2020",24
"3818","Greece","03/22/2020",624
"3819","Greenland","03/22/2020",0
"3820","Grenada","03/22/2020",1
"3821","Guadeloupe","03/22/2020",56
"3822","Guam","03/22/2020",0
"3823","Guatemala","03/22/2020",19
"3824","Guernsey","03/22/2020",0
"3825","Guinea","03/22/2020",2
"3826","Guyana","03/22/2020",7
"3827","Haiti","03/22/2020",2
"3828","Holy See","03/22/2020",1
"3829","Honduras","03/22/2020",26
"3830","Hong Kong","03/22/2020",317
"3831","Hungary","03/22/2020",131
"3832","Iceland","03/22/2020",568
"3833","India","03/22/2020",396
"3834","Indonesia","03/22/2020",514
"3835","Iran","03/22/2020",21638
"3836","Iraq","03/22/2020",233
"3837","Ireland","03/22/2020",906
"3838","Israel","03/22/2020",1071
"3839","Italy","03/22/2020",59138
"3840","Ivory Coast","03/22/2020",14
"3841","Jamaica","03/22/2020",16
"3842","Japan","03/22/2020",1086
"3843","Jersey","03/22/2020",0
"3844","Jordan","03/22/2020",112
"3845","Kazakhstan","03/22/2020",60
"3846","Kenya","03/22/2020",15
"3847","Kosovo","03/22/2020",2
"3848","Kuwait","03/22/2020",188
"3849","Kyrgyzstan","03/22/2020",14
"3850","Latvia","03/22/2020",139
"3851","Lebanon","03/22/2020",248
"3852","Liberia","03/22/2020",3
"3853","Liechtenstein","03/22/2020",37
"3854","Lithuania","03/22/2020",131
"3855","Luxembourg","03/22/2020",798
"3856","Macau","03/22/2020",20
"3857","Madagascar","03/22/2020",3
"3858","Mainland China","03/22/2020",81060
"3859","Malaysia","03/22/2020",1306
"3860","Maldives","03/22/2020",13
"3861","Malta","03/22/2020",90
"3862","Martinique","03/22/2020",37
"3863","Mauritania","03/22/2020",2
"3864","Mauritius","03/22/2020",18
"3865","Mayotte","03/22/2020",11
"3866","Mexico","03/22/2020",251
"3867","Moldova","03/22/2020",94
"3868","Monaco","03/22/2020",23
"3869","Mongolia","03/22/2020",10
"3870","Montenegro","03/22/2020",21
"3871","Morocco","03/22/2020",115
"3872","Mozambique","03/22/2020",1
"3873","Namibia","03/22/2020",3
"3874","Nepal","03/22/2020",2
"3875","Netherlands","03/22/2020",4216
"3876","New Zealand","03/22/2020",66
"3877","Nicaragua","03/22/2020",2
"3878","Niger","03/22/2020",2
"3879","Nigeria","03/22/2020",30
"3880","North Macedonia","03/22/2020",114
"3881","Norway","03/22/2020",2383
"3882","Oman","03/22/2020",55
"3883","Others","03/22/2020",712
"3884","Pakistan","03/22/2020",776
"3885","Panama","03/22/2020",245
"3886","Papua New Guinea","03/22/2020",1
"3887","Paraguay","03/22/2020",22
"3888","Peru","03/22/2020",363
"3889","Philippines","03/22/2020",380
"3890","Poland","03/22/2020",634
"3891","Portugal","03/22/2020",1600
"3892","Puerto Rico","03/22/2020",0
"3893","Qatar","03/22/2020",494
"3894","Republic of the Congo","03/22/2020",0
"3895","Reunion","03/22/2020",47
"3896","Romania","03/22/2020",433
"3897","Russia","03/22/2020",367
"3898","Rwanda","03/22/2020",19
"3899","Saint Lucia","03/22/2020",2
"3900","Saint Vincent and the Grenadines","03/22/2020",1
"3901","San Marino","03/22/2020",160
"3902","Saudi Arabia","03/22/2020",511
"3903","Senegal","03/22/2020",67
"3904","Serbia","03/22/2020",222
"3905","Seychelles","03/22/2020",7
"3906","Singapore","03/22/2020",455
"3907","Slovakia","03/22/2020",185
"3908","Slovenia","03/22/2020",414
"3909","Somalia","03/22/2020",1
"3910","South Africa","03/22/2020",274
"3911","South Korea","03/22/2020",8897
"3912","Spain","03/22/2020",28768
"3913","Sri Lanka","03/22/2020",82
"3914","Sudan","03/22/2020",2
"3915","Suriname","03/22/2020",5
"3916","Sweden","03/22/2020",1934
"3917","Switzerland","03/22/2020",7245
"3918","Syria","03/22/2020",1
"3919","Taiwan","03/22/2020",169
"3920","Tanzania","03/22/2020",12
"3921","Thailand","03/22/2020",599
"3922","The Bahamas","03/22/2020",0
"3923","The Gambia","03/22/2020",0
"3924","Timor-Leste","03/22/2020",1
"3925","Togo","03/22/2020",16
"3926","Trinidad and Tobago","03/22/2020",50
"3927","Tunisia","03/22/2020",75
"3928","Turkey","03/22/2020",1236
"3929","Uganda","03/22/2020",1
"3930","UK","03/22/2020",5741
"3931","Ukraine","03/22/2020",73
"3932","United Arab Emirates","03/22/2020",153
"3933","Uruguay","03/22/2020",135
"3934","US","03/22/2020",33276
"3935","Uzbekistan","03/22/2020",43
"3936","Venezuela","03/22/2020",70
"3937","Vietnam","03/22/2020",113
"3938","Zambia","03/22/2020",3
"3939","Zimbabwe","03/22/2020",3
